frequent-polish-2527,zjawić się,"
<div class=""trans"">appear, arrive [zjawiać, zjawić]</div>
vpf
<br>
W końcu zjawiłeś się na spotkaniu!
<div class=""trans"">-You have finally arrived at the meeting!</div>
"
frequent-polish-2528,krzyk,"
<div class=""trans"">scream</div>
m
<br>
Jej krzyk ściągnął policję.
<div class=""trans"">-Her scream brought the police.</div>
"
frequent-polish-2529,artysta,"
<div class=""trans"">artist</div>
m
<br>
Ten artysta jest utalentowany.
<div class=""trans"">-The artist is gifted.</div>
"
frequent-polish-2530,frank,"
<div class=""trans"">franc</div>
m
<br>
Pracuję w Szwajcarii i zarabiam 2000 franków.
<div class=""trans"">-I work in Switzerland and earn 2000 francs.</div>
"
frequent-polish-2531,genialny,"
<div class=""trans"">genius</div>
adj
<br>
Jane wpadła na genialny pomysł.
<div class=""trans"">-Jane came up with a genius idea.</div>
"
frequent-polish-2532,urok,"
<div class=""trans"">charm</div>
m
<br>
W tym starym, wiejskim domku jest jakiś urok.
<div class=""trans"">-The old cottage has a certain charm to it.</div>
"
frequent-polish-2533,prócz,"
<div class=""trans"">except for, but</div>
prp
<br>
Nie kocha nikogo prócz niej.
<div class=""trans"">-He loves no one but her.</div>
"
frequent-polish-2534,obecny,"
<div class=""trans"">present</div>
adj
<br>
Na pewno będę obecny na twoim pogrzebie.
<div class=""trans"">-I will definitely be present at your funeral.</div>
"
frequent-polish-2535,wyczuwać,"
<div class=""trans"">sense, feel [wyczuwać, wyczuć]</div>
vif
<br>
Potrafię wyczuwać, kiedy ktoś jest zdenerwowany.
<div class=""trans"">-I can feel when someone is nervous.</div>
"
frequent-polish-2536,smród,"
<div class=""trans"">stink</div>
m
<br>
Ten smród pochodzi od konkretnej bakterii.
<div class=""trans"">-That stink comes from a specific bacteria.</div>
"
frequent-polish-2537,urodzenie,"
<div class=""trans"">birth</div>
n
<br>
Miejsce mojego urodzenia to Gdańsk.
<div class=""trans"">-My birthplace is Gdańsk.</div>
"
frequent-polish-2538,rocznie,"
<div class=""trans"">annually, yearly</div>
adv
<br>
Ten produkt rocznie przynosi około 80 mln dolarów zysku.
<div class=""trans"">-This product has sales of about $80 million annually.</div>
"
frequent-polish-2539,na,"
<div class=""trans"">przykład for example</div>
phr
<br>
Francuza, na przykład, mogą nie śmieszyć rosyjskie dowcipy.
<div class=""trans"">-A Frenchman, for example, might find it hard to laugh at a Russian joke.</div>
"
frequent-polish-2540,drewno,"
<div class=""trans"">wood</div>
n
<br>
Chciałbym, żebyś mi pomógł zbierać drewno na ognisko.
<div class=""trans"">-I'd like you to help me gather some wood for the fire.</div>
"
frequent-polish-2541,burzyć (się),"
<div class=""trans"">demolish; rage [burzyć, zburzyć]</div>
vif; vifr
<br>
Przestań się burzyć!
<div class=""trans"">-Stop raging!</div>
"
frequent-polish-2542,wysyłać,"
<div class=""trans"">send [wysyłać, wysłać]</div>
vif
<br>
Ona nie przestaje do mnie wydzwaniać i wysyłać wiadomości.
<div class=""trans"">-She hasn't stopped calling me and sending me messages.</div>
"
frequent-polish-2543,posiadłość,"
<div class=""trans"">property, estate</div>
f
<br>
Zapraszam do mojej posiadłości.
<div class=""trans"">-I welcome you to my estate.</div>
"
frequent-polish-2544,branża,"
<div class=""trans"">business, industry</div>
n
<br>
On pracuje w tej samej branży co John.
<div class=""trans"">-He works in the same business as John.</div>
"
frequent-polish-2545,przewidzieć,"
<div class=""trans"">predict, forecast [przewidywać, przewidzieć]</div>
vpf
<br>
Ciężko jest przewidzieć jutrzejszą pogodę.
<div class=""trans"">-It's hard to predict what the weather will be like tomorrow.</div>
"
frequent-polish-2546,działka,"
<div class=""trans"">allotment; field; share</div>
f
<br>
To nie jest moja działka.
<div class=""trans"">-That is not my field of work.</div>
"
frequent-polish-2547,spóźnić się,"
<div class=""trans"">be late [spóźniać, spóźnić]</div>
vpf
<br>
Mógł spóźnić się na autobus.
<div class=""trans"">-He may have been late for the bus.</div>
"
frequent-polish-2548,brzydki,"
<div class=""trans"">ugly</div>
adj
<br>
John jest brzydki.
<div class=""trans"">-John's ugly.</div>
"
frequent-polish-2549,kartka,"
<div class=""trans"">paper, card</div>
f
<br>
Podaj mi kartkę A4.
<div class=""trans"">-Give me an A4 paper piece.</div>
"
frequent-polish-2550,święta,"
<div class=""trans"">holiday; saint</div>
fpl; f
<br>
Święta niedługo, nieprawdaż?
<div class=""trans"">-The holiday is soon, right?</div>
"
frequent-polish-2551,cesarz,"
<div class=""trans"">emperor</div>
m
<br>
Cesarz nie miał telefonu komórkowego w swoich czasach.
<div class=""trans"">-Emperor had no mobile phone in his times.</div>
"
frequent-polish-2552,słodko,"
<div class=""trans"">sweet, lovely</div>
adv
<br>
Jak słodko!
<div class=""trans"">-How lovely!</div>
"
frequent-polish-2553,palenie,"
<div class=""trans"">smoking</div>
n
<br>
Zdecydował się rzucić palenie.
<div class=""trans"">-He decided to quit smoking.</div>
"
frequent-polish-2554,wyjaśnienie,"
<div class=""trans"">explanation</div>
n
<br>
Czy moje wyjaśnienie jest wystarczająco jasne?
<div class=""trans"">-Is my explanation clear?</div>
"
frequent-polish-2555,mina,"
<div class=""trans"">face</div>
f
<br>
Dlaczego taka smutna mina?
<div class=""trans"">-Why such a sad face?</div>
"
frequent-polish-2556,zastąpić,"
<div class=""trans"">replace [zastępować, zastąpić]</div>
vpf
<br>
John'a można zastąpić.
<div class=""trans"">-John can be replaced.</div>
"
frequent-polish-2557,turniej,"
<div class=""trans"">tournament</div>
m
<br>
Zapytała mnie, kto według mnie wygra turniej.
<div class=""trans"">-She asked me who I thought would win the tournament.</div>
"
frequent-polish-2558,ściągnąć (się),"
<div class=""trans"">download; take off [ściągać, ściągnąć]</div>
vpf2; vpf
<br>
Masz plamę, ściągnij koszulkę.
<div class=""trans"">-You have a stain, take off your t-shirt.</div>
"
frequent-polish-2559,dzwonek,"
<div class=""trans"">bell</div>
m
<br>
Kiedy zadzwonił dzwonek do drzwi, wciąż jeszcze jadłem.
<div class=""trans"">-I was still eating when the doorbell rang.</div>
"
frequent-polish-2560,planować,"
<div class=""trans"">plan [planować, zaplanować]</div>
vif
<br>
Podobnie jak inne firmy, musimy patrzeć w przyszłość i planować.
<div class=""trans"">-Like any company, we've got to look ahead and plan for the future.</div>
"
frequent-polish-2561,mundur,"
<div class=""trans"">uniform</div>
m
<br>
Dopóki nosisz ten mundur, jesteśmy sprzymierzeńcami.
<div class=""trans"">-As long as you wear that uniform we're allies.</div>
"
frequent-polish-2562,plac,"
<div class=""trans"">square, plaza</div>
m
<br>
Spotkajmy się na głównym placu.
<div class=""trans"">-Let’s meet at the main square.</div>
"
frequent-polish-2563,zainteresować (się),"
<div class=""trans"">get interested [interesować, zainteresować]</div>
vpf2
<br>
Zainteresowałem się samochodami.
<div class=""trans"">-I got interested in cars.</div>
"
frequent-polish-2564,wyraz,"
<div class=""trans"">word; sign</div>
m; m
<br>
Chcielibyśmy ci to dać jako wyraz uznania.
<div class=""trans"">-We'd like to give this to you as a sign of our appreciation.</div>
"
frequent-polish-2565,powstać,"
<div class=""trans"">be created, rise [powstawać, powstać]</div>
vpf
<br>
Telewizor powstał lata temu.
<div class=""trans"">-The TV was created years ago.</div>
"
frequent-polish-2566,zatrzymywać (się),"
<div class=""trans"">stop [zatrzymywać, zatrzymać]</div>
vif2
<br>
Nie chcę cię zatrzymywać.
<div class=""trans"">-I don’t want to stop you.</div>
"
frequent-polish-2567,grudzień,"
<div class=""trans"">December</div>
m
<br>
Grudzień to ostatni miesiąc roku.
<div class=""trans"">-December is the last month of the year.</div>
"
frequent-polish-2568,zza,"
<div class=""trans"">from behind</div>
prp
<br>
Słońce wyszło zza chmur.
<div class=""trans"">-The sun came out from behind the clouds.</div>
"
frequent-polish-2569,gabinet,"
<div class=""trans"">office, cabinet</div>
m
<br>
Utworzyli nowy gabinet.
<div class=""trans"">-They have established a new office.</div>
"
frequent-polish-2570,październik,"
<div class=""trans"">October</div>
m
<br>
Październik jest wyjątkowo zimny w tym roku.
<div class=""trans"">-October is exceptionally cold this year.</div>
"
frequent-polish-2571,toczyć (się),"
<div class=""trans"">roll; carry on [toczyć, potoczyć]</div>
vif2; vif
<br>
Wielki kamień toczy się prosto na nas!
<div class=""trans"">-A huge stone is rolling right our way.</div>
"
frequent-polish-2572,zarzut,"
<div class=""trans"">reproach, accusation</div>
m
<br>
Wszystkie zarzuty zostały odrzucone.
<div class=""trans"">-All the accusations were dropped.</div>
"
frequent-polish-2573,oszustwo,"
<div class=""trans"">fraud, cheating</div>
n
<br>
To jest oszustwo.
<div class=""trans"">-That's cheating.</div>
"
frequent-polish-2574,przeciwieństwo,"
<div class=""trans"">opposite</div>
n
<br>
John to twoje kompletne przeciwieństwo.
<div class=""trans"">-John is a complete opposite of you.</div>
"
frequent-polish-2575,lodówka,"
<div class=""trans"">fridge</div>
f
<br>
Mała lodówka jest brudna.
<div class=""trans"">-The little fridge is dirty.</div>
"
frequent-polish-2576,wysiąść,"
<div class=""trans"">get off, disembark [wysiadać, wysiąść]</div>
vpf
<br>
Czy powie mi pan, kiedy mam wysiąść?
<div class=""trans"">-Would you please tell me when to get off?</div>
"
frequent-polish-2577,wielebny,"
<div class=""trans"">reverend; reverent</div>
m; adj
<br>
Przepraszam wielebny, ale popełnił pan błąd.
<div class=""trans"">-Excuse me, but you've made a mistake, Reverend.</div>
"
frequent-polish-2578,odciąć (się),"
<div class=""trans"">cut off; isolate [odcinać, odciąć]</div>
vpf; vpfr
<br>
Twój chłopak może odciąć mu palec.
<div class=""trans"">-Your boyfriend might cut off his finger.</div>
"
frequent-polish-2579,wykonanie,"
<div class=""trans"">execution; workmanship</div>
n; n
<br>
To było bezbarwne wykonanie.
<div class=""trans"">-It was a lackluster execution.</div>
"
frequent-polish-2580,niewolnik,"
<div class=""trans"">slave</div>
m
<br>
Nie jestem twoim niewolnikiem!
<div class=""trans"">-I’m not your slave!</div>
"
frequent-polish-2581,alibi,"
<div class=""trans"">alibi</div>
n
<br>
Nie mam alibi na poniedziałkową noc.
<div class=""trans"">-I don't have an alibi for Monday night.</div>
"
frequent-polish-2582,pięćdziesiąt,"
<div class=""trans"">fifty</div>
nu
<br>
Pięćdziesiąt dwa procent brytyjskich kobiet woli czekoladę od seksu.
<div class=""trans"">-Fifty-two percent of British women prefer chocolate to sex.</div>
"
frequent-polish-2583,przestraszyć (się),"
<div class=""trans"">scare; get scared [przestraszać, przestraszyć]</div>
vpf; vpfr
<br>
Może to goście z baru próbują nas przestraszyć.
<div class=""trans"">-Maybe it's the guys from the bar trying to scare us.</div>
"
frequent-polish-2584,apartament,"
<div class=""trans"">apartment</div>
m
<br>
My dostaliśmy mały apartament na plaży.
<div class=""trans"">-We got a small apartment on the beach.</div>
"
frequent-polish-2585,doprowadzać (się),"
<div class=""trans"">bring [doprowadzać, doprowadzić]</div>
vif2
<br>
Zobacz, do czego doprowadzają twoje czyny.
<div class=""trans"">-Look what your act leads to.</div>
"
frequent-polish-2586,dowództwo,"
<div class=""trans"">command; headquarters</div>
n; n
<br>
Powinienem był stracić swoje dowództwo.
<div class=""trans"">-I should have lost my command.</div>
"
frequent-polish-2587,gotowość,"
<div class=""trans"">readiness; standby</div>
f; f
<br>
Jesteśmy w pełnej gotowości.
<div class=""trans"">-We’re on standby.</div>
"
frequent-polish-2588,ropa,"
<div class=""trans"">oil; pus</div>
f; f
<br>
Z rany sączyła się ropa.
<div class=""trans"">-The wound discharged pus.</div>
"
frequent-polish-2589,kształt,"
<div class=""trans"">form, shape</div>
m
<br>
Ta chmura miała kształt niedźwiedzia.
<div class=""trans"">-The cloud was the shape of a bear.</div>
"
frequent-polish-2590,panować,"
<div class=""trans"">reign, rule [panować, zapanować]</div>
vif
<br>
On jest opętany myślą, by panować nad światem.
<div class=""trans"">-He is possessed with the ambition to rule over the world.</div>
"
frequent-polish-2591,tradycja,"
<div class=""trans"">tradition</div>
f
<br>
Tradycja ta była przekazywana z pokolenia na pokolenie.
<div class=""trans"">-This tradition has been passed down from generation to generation.</div>
"
frequent-polish-2592,dziewica,"
<div class=""trans"">virgin; maiden</div>
f; f
<br>
Żelazna dziewica to średniowieczne narzędzie tortur.
<div class=""trans"">-Iron maiden is a torture device from the middle ages.</div>
"
frequent-polish-2593,przypadkowo,"
<div class=""trans"">accidentally, randomly</div>
adv
<br>
Przypadkowo spotkałem ją w bibliotece.
<div class=""trans"">-I randomly met her in the library.</div>
"
frequent-polish-2594,dziwić (się),"
<div class=""trans"">surprise; be surprised [dziwić, zdziwić]</div>
vif; vifr
<br>
Nie ma się co dziwić, że człowiekowi tak zdolnemu jak on dobrze idzie.
<div class=""trans"">-I’m not surprised a man of his ability is so successful.</div>
"
frequent-polish-2595,panika,"
<div class=""trans"">panic</div>
f
<br>
Nie umiem zapanować nad paniką.
<div class=""trans"">-I can’t control the panic.</div>
"
frequent-polish-2596,mężatka,"
<div class=""trans"">wife, married</div>
f
<br>
Nie flirtuj z nią, to mężatka.
<div class=""trans"">-Don’t flirt with her, she’s married.</div>
"
frequent-polish-2597,trop,"
<div class=""trans"">clue, lead</div>
m
<br>
Badamy pewien trop i jesteśmy dobrej myśli.
<div class=""trans"">-We're following a lead now, and we are full of hope.</div>
"
frequent-polish-2598,reakcja,"
<div class=""trans"">reaction</div>
f
<br>
Może jakaś infekcja albo reakcja toksyczna.
<div class=""trans"">-It could be an infection, a toxic reaction of some sort.</div>
"
frequent-polish-2599,ponoć,"
<div class=""trans"">apparently, reportedly</div>
prt
<br>
Potajemne rozmowy pokojowe ponoć już się zaczęły.
<div class=""trans"">-Secret peace talks have reportedly already begun.</div>
"
frequent-polish-2600,świętować,"
<div class=""trans"">celebrate [świętować, —]</div>
vif
<br>
Zebraliśmy się tutaj, żeby świętować 50 urodziny Johna.
<div class=""trans"">-We've gathered here today to celebrate John’s 50th birthday.</div>
"
frequent-polish-2601,pojazd,"
<div class=""trans"">vehicle</div>
m
<br>
Nie wysiadać, kiedy pojazd jest w ruchu.
<div class=""trans"">-Don't get off while the vehicle is moving.</div>
"
frequent-polish-2602,mucha,"
<div class=""trans"">fly</div>
f
<br>
Nie musiałem zapłacić rachunku, ponieważ w mojej kawie była mucha.
<div class=""trans"">-As there was a fly in my coffee, I didn't have to pay the bill.</div>
"
frequent-polish-2603,odcinek,"
<div class=""trans"">section; episode</div>
m; m
<br>
Naprawdę, odcinek dwudziesty pierwszy rozśmieszył mnie prawie do łez.
<div class=""trans"">-Seriously though, episode 21 made me laugh so hard I almost cried.</div>
"
frequent-polish-2604,inteligentny,"
<div class=""trans"">intelligent</div>
adj
<br>
Jak na swój wiek jest bardzo inteligentny.
<div class=""trans"">-He’s very intelligent for his age.</div>
"
frequent-polish-2605,zbliżyć (się),"
<div class=""trans"">move closer [zbliżać, zbliżyć]</div>
vpf2
<br>
Ciężko będzie się zbliżyć do Gilberta.
<div class=""trans"">-It'll be hard to get closer to Gilbert.</div>
"
frequent-polish-2606,rama,"
<div class=""trans"">frame</div>
f
<br>
Ta rama nie pasuje do obrazu.
<div class=""trans"">-The frame doesn’t fit the painting.</div>
"
frequent-polish-2607,ginąć,"
<div class=""trans"">disappear; die [ginąć, zginąć]</div>
vif
<br>
Coś ginie w tym domu co 10 minut!
<div class=""trans"">-Something disappears in this house every 10 minutes!</div>
"
frequent-polish-2608,fragment,"
<div class=""trans"">fragment, part</div>
m
<br>
Czy mógłbyś wytłumaczyć ostatni fragment dokładniej?
<div class=""trans"">-Will you explain the last part in detail?</div>
"
frequent-polish-2609,szeroko,"
<div class=""trans"">widely</div>
adv
<br>
Profesor jest szeroko znany.
<div class=""trans"">-The professor is widely known.</div>
"
frequent-polish-2610,wzór,"
<div class=""trans"">pattern, formula</div>
m
<br>
Widzę wzór.
<div class=""trans"">-I see a pattern.</div>
"
frequent-polish-2611,tłumaczyć (się),"
<div class=""trans"">translate; explain [tłumaczyć, wytłumaczyć]</div>
vif; vif2
<br>
Nie musisz się tłumaczyć.
<div class=""trans"">-You don't need to explain that.</div>
"
frequent-polish-2612,dziennik,"
<div class=""trans"">daily newspaper; diary</div>
m; m
<br>
Dziś czytałem dziennik i znalazłem w nim bardzo interesujący artykuł.
<div class=""trans"">-Today I read a daily newspaper and I found a very interesting article there.</div>
"
frequent-polish-2613,sucho,"
<div class=""trans"">dry</div>
adv
<br>
Latem jest tu bardzo sucho.
<div class=""trans"">-It’s very dry here during the summer.</div>
"
frequent-polish-2614,nauczka,"
<div class=""trans"">lesson, teaching</div>
f
<br>
Dam ci nauczkę, dzieciaku!
<div class=""trans"">-I will teach you a lesson, kid!</div>
"
frequent-polish-2615,ósmy,"
<div class=""trans"">eighth</div>
adj
<br>
Ósmy raz zamawiasz to samo.
<div class=""trans"">-You’re ordering the same thing for the eighth time.</div>
"
frequent-polish-2616,gotówka,"
<div class=""trans"">cash</div>
f
<br>
Chciałbym zapłacić gotówką.
<div class=""trans"">-I would like to pay in cash.</div>
"
frequent-polish-2617,narodowy,"
<div class=""trans"">national</div>
adj
<br>
Bank narodowy znajduje się obok parlamentu.
<div class=""trans"">-The national bank is located next to the parliament’s building.</div>
"
frequent-polish-2618,wstecz,"
<div class=""trans"">back, backwards</div>
adv
<br>
Kiedy trafię na nieodpowiednie strony internetowe, wciskam guzik „wstecz”.
<div class=""trans"">-If I get to some inappropriate websites I just click the back button.</div>
"
frequent-polish-2619,prawdopodobny,"
<div class=""trans"">likely</div>
adj
<br>
Bardzo prawdopodobne, że spadnie śnieg.
<div class=""trans"">-It is very likely to snow.</div>
"
frequent-polish-2620,piasek,"
<div class=""trans"">sand</div>
m
<br>
Piasek wpadł mi do oka.
<div class=""trans"">-I got some sand in my eye.</div>
"
frequent-polish-2621,przywrócić,"
<div class=""trans"">restore [przywracać, przywrócić]</div>
vpf
<br>
By przywrócić porządek strażnicy potrzebuję swoich broni.
<div class=""trans"">-To restore order, the guards need their guns.</div>
"
frequent-polish-2622,wojownik,"
<div class=""trans"">warrior</div>
m
<br>
Wojownik stara się po prostu pomóc.
<div class=""trans"">-Warrior's just trying to help</div>
"
frequent-polish-2623,zdradzić (się),"
<div class=""trans"">betray; cheat; reveal [zdradzać, zdradzić]</div>
vpf; vpf; vpfr
<br>
John zdradził mi, że zdradzał swoją żonę.
<div class=""trans"">-John revealed that he was cheating on his wife to me.</div>
"
frequent-polish-2624,spędzać,"
<div class=""trans"">spend [spędzać, spędzić]</div>
vif
<br>
Chciałbym spędzać mniej czasu w pracy, a więcej czasu w domu.
<div class=""trans"">-I'd like to spend less time at work and more time at home.</div>
"
frequent-polish-2625,powiesić (się),"
<div class=""trans"">hang [wieszać, powiesić]</div>
vpf2
<br>
Gdzie mogę powiesić kurtkę?
<div class=""trans"">-Where can I hang my jacket?</div>
"
frequent-polish-2626,Internet,"
<div class=""trans"">Internet</div>
m
<br>
Pamiętasz, jaki wolny był kiedyś internet?
<div class=""trans"">-Can you remember how slow the Internet used to be?</div>
"
frequent-polish-2627,krawędź,"
<div class=""trans"">edge</div>
f
<br>
Ziemia jest kulą i nie ma krawędzi.
<div class=""trans"">-Earth is a sphere and has no edge.</div>
"
frequent-polish-2628,bajka,"
<div class=""trans"">story, cartoon</div>
f
<br>
To nie jest Polska bajka, wiesz to?
<div class=""trans"">-It’s not a Polish cartoon, do you know?</div>
"
frequent-polish-2629,fort,"
<div class=""trans"">fort</div>
m
<br>
Pozwól mnie i moich chłopcom wykończyć ten fort.
<div class=""trans"">-Let me and my boys go in and finish off the fort.</div>
"
frequent-polish-2630,siódmy,"
<div class=""trans"">seventh</div>
adj
<br>
Niedziela to siódmy dzień tygodnia.
<div class=""trans"">-Sunday is the seventh day of the week.</div>
"
frequent-polish-2631,półtora,"
<div class=""trans"">one and a half</div>
nu
<br>
Sto lat temu na Ziemii mieszkało półtora miliarda ludzi.
<div class=""trans"">-A hundred years ago there were one and a half billion people on Earth.</div>
"
frequent-polish-2632,zainteresowanie,"
<div class=""trans"">interest</div>
n
<br>
John szybko stracił zainteresowanie.
<div class=""trans"">-John quickly lost interest.</div>
"
frequent-polish-2633,momencik,"
<div class=""trans"">moment, minute</div>
m
<br>
Mógłbyś przez momencik patrzeć w inną stronę, gdy ja będę się przebierać?
<div class=""trans"">-Would you mind looking the other way for just a minute while I change my clothes?</div>
"
frequent-polish-2634,wspomnieć,"
<div class=""trans"">mention, recall [wspominać, wspomnieć]</div>
vpf
<br>
Jest jedna rzecz, o której zapomniałem wspomnieć.
<div class=""trans"">-There's one thing I forgot to mention.</div>
"
frequent-polish-2635,młodość,"
<div class=""trans"">youth</div>
f
<br>
Kiedy go usłyszałem, przypomniała mi się młodość.
<div class=""trans"">-His words made me recall my youth.</div>
"
frequent-polish-2636,płuco,"
<div class=""trans"">lung</div>
n
<br>
Musimy usunąć płuco.
<div class=""trans"">-We have to remove the lung.</div>
"
frequent-polish-2637,puls,"
<div class=""trans"">pulse</div>
m
<br>
Nie tylko traumatyczne wydarzenia przyspieszają mi puls.
<div class=""trans"">-It's not just traumatic events that make my pulse race.</div>
"
frequent-polish-2638,motyw,"
<div class=""trans"">theme</div>
m
<br>
Kojarzysz ten motyw muzyczny?
<div class=""trans"">-Do you recognize this music theme?</div>
"
frequent-polish-2639,zwracać (się),"
<div class=""trans"">return; vomit; refer [zwracać, zwrócić]</div>
vif; vif; vifr
<br>
Nie możesz zwracać się do nas w ten sposób.
<div class=""trans"">-You can't refer to us that way.</div>
"
frequent-polish-2640,rozdzielić (się),"
<div class=""trans"">divide; split [rozdzielać, rozdzielić]</div>
vpf2
<br>
Dlaczego rząd chce nas rozdzielić?
<div class=""trans"">-Why is the government splitting us up?</div>
"
frequent-polish-2641,opuszczać (się),"
<div class=""trans"">leave; lower; slack off [opuszczać, opuścić]</div>
vif; vif; vifr
<br>
W żadnym wypadku nie możesz opuszczać swojego posterunku.
<div class=""trans"">-In no case are you to leave your post.</div>
"
frequent-polish-2642,instynkt,"
<div class=""trans"">instinct</div>
m
<br>
Instynkt jest często kiepskim przewodnikiem.
<div class=""trans"">-Instinct is often a poor guide.</div>
"
frequent-polish-2643,kelner,"
<div class=""trans"">waiter</div>
m
<br>
Kelner, proszę o wodę.
<div class=""trans"">-Waiter, please bring me some water.</div>
"
frequent-polish-2644,kaseta,"
<div class=""trans"">cassette</div>
f
<br>
Mam wiele kaset z lat osiemdziesiątych.
<div class=""trans"">-I have a lot of cassettes from the 80s.</div>
"
frequent-polish-2645,świta,"
<div class=""trans"">retinue, followers</div>
f
<br>
Jego świta liczyła 30 osób.
<div class=""trans"">-His retinue was as big as 30 people.</div>
"
frequent-polish-2646,zwyczajnie,"
<div class=""trans"">simply, just</div>
adv
<br>
Zwyczajnie w to nie wierzę.
<div class=""trans"">-I just don't believe it.</div>
"
